month,location_id,product_id,cogs,labor_cost,packaging_cost,overhead_allocated,total_cost
2024-01,LOC002,P006,1479.49,697.88,103.24,567.8,2848.4
2024-01,LOC002,P007,1169.87,562.87,83.26,457.96,2273.96
2024-01,LOC002,P008,1547.27,595.39,88.08,484.41,2715.14
2024-01,LOC002,P009,1357.33,570.71,84.42,464.33,2476.8
2024-01,LOC002,P010,1018.31,386.48,57.17,314.45,1776.41
2024-01,LOC002,P011,996.45,369.35,79.91,488.32,1934.02
2024-01,LOC002,P012,1127.95,372.49,80.59,492.48,2073.51
2024-01,LOC002,P013,1379.4,465.87,100.79,615.94,2562.0
2024-01,LOC002,P014,914.1,373.53,80.81,493.85,1862.3
2024-01,LOC002,P015,1796.8,450.41,97.44,595.49,2940.14
2024-01,LOC002,P016,1700.4,647.35,118.27,684.7,3150.72
2024-01,LOC002,P017,1208.9,489.64,89.45,517.89,2305.88
2024-01,LOC002,P018,1328.75,503.99,92.08,533.07,2457.89
2024-01,LOC002,P019,1685.35,540.83,98.8,572.03,2897.01
2024-01,LOC002,P020,756.6,311.48,56.9,329.45,1454.43
2024-01,LOC002,P021,407.1,156.47,26.75,183.89,774.21
2024-01,LOC002,P022,501.6,160.92,27.51,189.12,879.15
2024-01,LOC002,P023,400.4,138.61,23.69,162.9,725.6
2024-01,LOC002,P024,360.05,133.72,22.86,157.15,673.79
2024-01,LOC002,P025,203.58,11.62,5.58,61.44,282.22
2024-01,LOC002,P026,58.5,4.82,2.32,25.48,91.11
2024-01,LOC002,P027,32.04,3.3,1.59,17.44,54.36
2024-01,LOC002,P028,95.04,7.61,3.66,40.23,146.54
2024-01,LOC003,P001,2882.35,1303.21,179.19,895.96,5260.71
2024-01,LOC003,P002,3454.0,1373.86,188.91,944.53,5961.3
2024-01,LOC003,P003,3225.03,1278.31,175.77,878.84,5557.94
2024-01,LOC003,P004,2210.59,1068.0,146.85,734.25,4159.69
2024-01,LOC003,P005,1309.13,734.83,101.04,505.2,2650.2
2024-01,LOC003,P006,1371.34,621.67,95.64,526.03,2614.68
2024-01,LOC003,P007,1077.17,498.91,76.75,422.15,2074.99
2024-01,LOC003,P008,1412.85,522.59,80.4,442.2,2458.04
2024-01,LOC003,P009,1225.91,497.74,76.58,421.17,2221.39
2024-01,LOC003,P010,915.88,336.11,51.71,284.4,1588.1
2024-01,LOC003,P011,913.9,325.14,73.16,447.06,1759.26
2024-01,LOC003,P012,1064.2,338.47,76.16,465.39,1944.22
2024-01,LOC003,P013,1248.3,405.41,91.22,557.44,2302.38
2024-01,LOC003,P014,839.3,329.64,74.17,453.25,1696.35
2024-01,LOC003,P015,1630.4,393.57,88.55,541.16,2653.69
2024-01,LOC003,P016,1574.3,575.02,109.25,632.53,2891.1
2024-01,LOC003,P017,1087.9,423.77,80.52,466.14,2058.32
2024-01,LOC003,P018,1185.0,433.04,82.28,476.34,2176.65
2024-01,LOC003,P019,1533.65,474.13,90.08,521.54,2619.4
2024-01,LOC003,P020,673.2,265.93,50.53,292.52,1282.17
2024-01,LOC003,P021,368.0,135.8,24.14,165.97,693.91
2024-01,LOC003,P022,458.7,141.79,25.21,173.31,799.01
2024-01,LOC003,P023,366.8,122.37,21.75,149.56,660.49
2024-01,LOC003,P024,336.3,119.96,21.33,146.62,624.2
2024-01,LOC003,P025,185.22,10.18,5.09,55.99,256.48
2024-01,LOC003,P026,53.25,4.21,2.11,23.17,82.73
2024-01,LOC003,P027,29.49,2.92,1.46,16.04,49.9
2024-01,LOC003,P028,84.51,6.51,3.25,35.8,130.08
2024-01,LOC004,P001,3178.99,1475.11,196.92,984.6,5835.62
2024-01,LOC004,P002,3738.28,1529.24,204.15,1020.73,6492.4
2024-01,LOC004,P003,3473.68,1421.5,189.76,948.82,6033.76
2024-01,LOC004,P004,2362.0,1170.87,156.31,781.53,4470.69
2024-01,LOC004,P005,1414.5,813.79,108.64,543.19,2880.11
2024-01,LOC004,P006,1468.68,682.86,102.0,560.98,2814.52
2024-01,LOC004,P007,1151.33,547.47,81.77,449.75,2230.33
2024-01,LOC004,P008,1541.29,584.98,87.38,480.57,2694.22
2024-01,LOC004,P009,1300.68,543.81,81.23,446.75,2372.47
2024-01,LOC004,P010,1000.23,376.54,56.24,309.33,1742.35
2024-01,LOC004,P011,978.25,359.03,78.43,479.29,1895.01
2024-01,LOC004,P012,1123.7,367.5,80.28,490.6,2062.08
2024-01,LOC004,P013,1330.0,444.64,97.13,593.57,2465.34
2024-01,LOC004,P014,906.95,367.01,80.17,489.95,1844.08
2024-01,LOC004,P015,1801.6,447.28,97.71,597.1,2943.7
2024-01,LOC004,P016,1680.9,633.65,116.89,676.71,3108.15
2024-01,LOC004,P017,1169.3,467.88,86.31,499.68,2223.17
2024-01,LOC004,P018,1312.5,493.88,91.1,527.45,2424.94
2024-01,LOC004,P019,1626.15,516.48,95.27,551.58,2789.48
2024-01,LOC004,P020,733.2,298.78,55.12,319.09,1406.19
2024-01,LOC004,P021,399.05,151.86,26.21,180.2,757.32
2024-01,LOC004,P022,493.35,156.71,27.05,185.96,863.06
2024-01,LOC004,P023,406.0,139.72,24.12,165.79,735.63
2024-01,LOC004,P024,354.35,130.31,22.49,154.63,661.78
2024-01,LOC004,P025,200.52,11.34,5.5,60.55,277.92
2024-01,LOC004,P026,57.4,4.68,2.27,24.97,89.32
2024-01,LOC004,P027,31.95,3.25,1.58,17.36,54.14
2024-01,LOC004,P028,93.51,7.4,3.59,39.54,144.05
2024-01,LOC005,P001,2897.18,1310.12,180.14,900.7,5288.14
2024-01,LOC005,P002,3361.61,1341.78,184.49,922.47,5810.36
2024-01,LOC005,P003,3137.28,1245.38,171.24,856.2,5410.09
2024-01,LOC005,P004,2119.74,1022.88,140.65,703.23,3986.49
2024-01,LOC005,P005,1274.01,712.72,98.0,490.0,2574.72
2024-01,LOC005,P006,1336.73,606.56,93.32,513.24,2549.84
2024-01,LOC005,P007,1047.51,483.92,74.45,409.47,2015.35
2024-01,LOC005,P008,1377.01,508.99,78.31,430.68,2394.98
2024-01,LOC005,P009,1221.37,493.96,75.99,417.97,2209.3
2024-01,LOC005,P010,893.78,327.04,50.31,276.73,1547.87
2024-01,LOC005,P011,890.5,317.17,71.36,436.11,1715.14
2024-01,LOC005,P012,1010.65,321.5,72.34,442.07,1846.56
2024-01,LOC005,P013,1222.65,397.28,89.39,546.26,2255.58
2024-01,LOC005,P014,819.5,321.98,72.45,442.72,1656.65
2024-01,LOC005,P015,1627.2,392.4,88.29,539.55,2647.44
2024-01,LOC005,P016,1517.1,555.66,105.58,611.23,2789.57
2024-01,LOC005,P017,1074.7,418.1,79.44,459.91,2032.16
2024-01,LOC005,P018,1180.0,430.25,81.75,473.27,2165.27
2024-01,LOC005,P019,1483.7,458.44,87.1,504.28,2533.53
2024-01,LOC005,P020,653.4,258.92,49.19,284.81,1246.32
2024-01,LOC005,P021,357.65,131.92,23.45,161.23,674.25
2024-01,LOC005,P022,460.35,142.31,25.3,173.94,801.9
2024-01,LOC005,P023,364.0,121.42,21.59,148.4,655.41
2024-01,LOC005,P024,325.85,116.51,20.71,142.4,605.47
2024-01,LOC005,P025,179.64,9.86,4.93,54.23,248.66
2024-01,LOC005,P026,52.15,4.13,2.06,22.7,81.05
2024-01,LOC005,P027,28.59,2.83,1.41,15.54,48.37
2024-01,LOC005,P028,84.15,6.48,3.24,35.61,129.47
2024-01,LOC006,P001,2521.44,1187.05,155.45,823.87,4687.81
2024-01,LOC006,P002,2878.34,1197.52,156.82,831.14,5063.81
2024-01,LOC006,P003,2771.63,1147.31,150.24,796.29,4865.47
2024-01,LOC006,P004,1920.74,965.72,126.46,670.26,3683.18
2024-01,LOC006,P005,1111.16,645.85,84.58,448.25,2289.84
2024-01,LOC006,P006,1172.35,551.18,80.76,470.82,2275.1
2024-01,LOC006,P007,915.88,442.38,64.82,377.89,1800.97
2024-01,LOC006,P008,1221.68,470.16,68.89,401.62,2162.35
2024-01,LOC006,P009,1060.49,446.26,65.39,381.2,1953.34
2024-01,LOC006,P010,787.33,299.78,43.92,256.07,1387.11
2024-01,LOC006,P011,809.9,301.77,64.66,418.88,1595.22
2024-01,LOC006,P012,918.85,305.12,65.38,423.53,1712.88
2024-01,LOC006,P013,1092.5,371.49,79.61,515.67,2059.26
2024-01,LOC006,P014,737.55,302.94,64.92,420.51,1525.91
2024-01,LOC006,P015,1452.8,367.24,78.69,509.77,2408.51
2024-01,LOC006,P016,1402.7,536.18,97.02,595.42,2631.33
2024-01,LOC006,P017,980.1,397.85,71.99,441.81,1891.75
2024-01,LOC006,P018,1090.0,415.66,75.21,461.58,2042.46
2024-01,LOC006,P019,1356.05,437.44,79.16,485.76,2358.41
2024-01,LOC006,P020,600.0,247.52,44.79,274.86,1167.16
2024-01,LOC006,P021,320.85,123.57,20.92,152.47,617.82
2024-01,LOC006,P022,409.2,132.04,22.36,162.92,726.52
2024-01,LOC006,P023,324.8,113.05,19.14,139.49,596.48
2024-01,LOC006,P024,286.9,107.13,18.14,132.19,544.36
2024-01,LOC006,P025,161.82,9.31,4.44,51.71,227.28
2024-01,LOC006,P026,47.0,3.89,1.85,21.59,74.34
2024-01,LOC006,P027,25.83,2.67,1.27,14.85,44.63
2024-01,LOC006,P028,75.78,6.1,2.91,33.87,118.66
2024-01,LOC007,P001,3094.94,1430.26,192.8,964.02,5682.02
2024-01,LOC007,P002,3596.14,1463.82,197.33,986.64,6243.93
2024-01,LOC007,P003,3363.98,1364.95,184.0,920.0,5832.94
2024-01,LOC007,P004,2349.02,1155.12,155.71,778.57,4438.42
2024-01,LOC007,P005,1341.06,766.44,103.32,516.59,2727.41
2024-01,LOC007,P006,1436.23,662.88,99.98,549.9,2748.99
2024-01,LOC007,P007,1117.96,526.87,79.47,437.07,2161.37
2024-01,LOC007,P008,1496.49,561.96,84.76,466.18,2609.39
2024-01,LOC007,P009,1289.35,533.72,80.5,442.75,2346.32
2024-01,LOC007,P010,968.1,362.09,54.61,300.38,1685.19
2024-01,LOC007,P011,943.8,342.4,75.53,461.57,1823.3
2024-01,LOC007,P012,1107.55,358.63,79.11,483.45,2028.74
2024-01,LOC007,P013,1301.5,431.71,95.23,581.96,2410.4
2024-01,LOC007,P014,866.25,346.94,76.53,467.69,1757.4
2024-01,LOC007,P015,1704.0,419.0,92.43,564.83,2780.26
2024-01,LOC007,P016,1636.7,611.21,113.85,659.15,3020.91
2024-01,LOC007,P017,1162.7,462.01,86.06,498.25,2209.02
2024-01,LOC007,P018,1266.25,471.08,87.75,508.03,2333.11
2024-01,LOC007,P019,1605.8,504.94,94.06,544.55,2749.35
2024-01,LOC007,P020,711.6,287.5,53.55,310.05,1362.71
2024-01,LOC007,P021,385.25,145.11,25.29,173.88,729.53
2024-01,LOC007,P022,490.05,154.13,26.86,184.69,855.74
2024-01,LOC007,P023,386.4,131.59,22.94,157.68,698.6
2024-01,LOC007,P024,345.8,126.23,22.0,151.25,645.28
2024-01,LOC007,P025,194.4,10.9,5.34,58.8,269.44
2024-01,LOC007,P026,55.3,4.46,2.19,24.05,85.99
2024-01,LOC007,P027,30.57,3.08,1.51,16.62,51.78
2024-01,LOC007,P028,89.73,7.03,3.45,37.92,138.13
2024-01,LOC008,P001,2387.95,1079.05,146.9,778.57,4392.47
2024-01,LOC008,P002,2885.44,1148.96,156.42,829.01,5019.83
2024-01,LOC008,P003,2654.62,1052.19,143.24,759.19,4609.25
2024-01,LOC008,P004,1847.2,887.68,120.85,640.5,3496.23
2024-01,LOC008,P005,1060.08,591.49,80.52,426.78,2158.86
2024-01,LOC008,P006,1107.46,503.72,76.73,447.32,2135.22
2024-01,LOC008,P007,878.8,405.94,61.83,360.49,1707.07
2024-01,LOC008,P008,1167.92,430.5,65.57,382.3,2046.29
2024-01,LOC008,P009,994.77,404.46,61.61,359.18,1820.02
2024-01,LOC008,P010,751.18,275.39,41.95,244.56,1313.08
2024-01,LOC008,P011,763.1,272.99,60.81,393.94,1490.85
2024-01,LOC008,P012,897.6,286.31,63.78,413.16,1660.85
2024-01,LOC008,P013,1064.0,347.55,77.42,501.53,1990.5
2024-01,LOC008,P014,692.45,273.5,60.93,394.69,1421.57
2024-01,LOC008,P015,1398.4,339.03,75.53,489.24,2302.19
2024-01,LOC008,P016,1302.6,478.12,89.94,551.96,2422.62
2024-01,LOC008,P017,944.9,368.18,69.26,425.05,1807.39
2024-01,LOC008,P018,1007.5,370.26,69.65,427.45,1874.86
2024-01,LOC008,P019,1285.75,397.89,74.85,459.34,2217.83
2024-01,LOC008,P020,570.0,226.87,42.68,261.91,1101.45
2024-01,LOC008,P021,305.9,113.21,19.93,145.21,584.25
2024-01,LOC008,P022,392.7,121.78,21.44,156.21,692.13
2024-01,LOC008,P023,310.8,103.95,18.3,133.34,566.39
2024-01,LOC008,P024,277.4,99.57,17.53,127.72,522.22
2024-01,LOC008,P025,155.16,8.56,4.24,49.44,217.4
2024-01,LOC008,P026,44.95,3.58,1.77,20.66,70.96
2024-01,LOC008,P027,24.78,2.47,1.22,14.25,42.73
2024-01,LOC008,P028,73.17,5.67,2.81,32.73,114.38
2024-02,LOC001,P001,3446.96,1621.31,206.42,1032.08,6306.76
2024-02,LOC001,P002,4081.58,1701.13,216.58,1082.89,7082.18
2024-02,LOC001,P003,3845.81,1593.96,202.94,1014.68,6657.39
2024-02,LOC001,P004,2589.73,1304.29,166.05,830.27,4890.34
2024-02,LOC001,P005,1482.99,885.12,112.69,563.45,3044.25
2024-02,LOC001,P006,1576.0,756.27,107.73,592.52,3032.52
2024-02,LOC001,P007,1236.49,609.26,86.79,477.34,2409.89
2024-02,LOC001,P008,1628.06,635.44,90.52,497.85,2851.87
2024-02,LOC001,P009,1412.01,608.98,86.75,477.12,2584.85
2024-02,LOC001,P010,1090.44,421.77,60.08,330.44,1902.73
2024-02,LOC001,P011,1061.28,402.03,83.76,511.84,2058.91
2024-02,LOC001,P012,1186.8,402.18,83.79,512.04,2184.81
2024-02,LOC001,P013,1414.08,490.88,102.27,624.97,2632.2
2024-02,LOC001,P014,938.85,398.29,82.98,507.08,1927.2
2024-02,LOC001,P015,1918.51,491.39,102.37,625.61,3137.88
2024-02,LOC001,P016,1822.21,714.07,125.62,727.3,3389.2
2024-02,LOC001,P017,1287.6,535.75,94.25,545.67,2463.28
2024-02,LOC001,P018,1387.26,543.95,95.7,554.02,2580.93
2024-02,LOC001,P019,1735.38,574.8,101.12,585.45,2996.75
2024-02,LOC001,P020,775.2,331.28,58.28,337.42,1502.18
2024-02,LOC001,P021,417.6,164.83,27.13,186.53,796.09
2024-02,LOC001,P022,536.18,177.73,29.26,201.14,944.31
2024-02,LOC001,P023,421.74,149.58,24.62,169.27,765.21
2024-02,LOC001,P024,380.16,145.21,23.9,164.33,713.61
2024-02,LOC001,P025,210.6,12.51,5.79,63.69,292.59
2024-02,LOC001,P026,60.95,5.21,2.41,26.53,95.1
2024-02,LOC001,P027,33.36,3.56,1.65,18.13,56.7
2024-02,LOC001,P028,98.46,8.17,3.78,41.62,152.03
2024-02,LOC002,P001,3175.1,1439.14,190.27,951.35,5755.86
2024-02,LOC002,P002,3721.23,1489.48,196.93,984.63,6392.27
2024-02,LOC002,P003,3452.15,1373.03,181.53,907.65,5914.37
2024-02,LOC002,P004,2410.51,1164.35,153.94,769.71,4498.51
2024-02,LOC002,P005,1354.04,779.56,103.07,515.33,2751.99
2024-02,LOC002,P006,1459.18,674.82,99.83,549.04,2782.87
2024-02,LOC002,P007,1144.13,541.78,80.15,440.8,2206.86
2024-02,LOC002,P008,1524.4,572.99,84.76,466.19,2648.34
2024-02,LOC002,P009,1296.65,535.34,79.19,435.56,2346.75
2024-02,LOC002,P010,992.05,369.99,54.73,301.03,1717.8
2024-02,LOC002,P011,958.32,349.84,75.69,462.53,1846.38
2024-02,LOC002,P012,1112.84,363.39,78.62,480.44,2035.28
2024-02,LOC002,P013,1342.08,449.28,97.2,594.0,2482.56
2024-02,LOC002,P014,866.25,353.51,76.48,467.39,1763.63
2024-02,LOC002,P015,1753.88,432.1,93.48,571.28,2850.74
2024-02,LOC002,P016,1651.91,622.69,113.76,658.61,3046.97
2024-02,LOC002,P017,1163.28,466.99,85.32,493.94,2209.52
2024-02,LOC002,P018,1266.3,476.93,87.13,504.45,2334.81
2024-02,LOC002,P019,1618.2,517.26,94.5,547.1,2777.06
2024-02,LOC002,P020,709.8,292.39,53.42,309.26,1364.86
2024-02,LOC002,P021,386.28,147.06,25.14,172.83,731.3
2024-02,LOC002,P022,498.0,158.77,27.14,186.59,870.5
2024-02,LOC002,P023,393.34,134.66,23.02,158.26,709.28
2024-02,LOC002,P024,345.6,127.27,21.76,149.57,644.2
2024-02,LOC002,P025,194.76,11.12,5.34,58.8,270.02
2024-02,LOC002,P026,55.25,4.55,2.19,24.05,86.03
2024-02,LOC002,P027,30.78,3.16,1.52,16.73,52.2
2024-02,LOC002,P028,90.99,7.28,3.5,38.5,140.27
2024-02,LOC003,P001,2903.24,1266.37,174.13,870.63,5214.36
2024-02,LOC003,P002,3375.58,1300.94,178.88,894.4,5749.79
2024-02,LOC003,P003,3202.32,1224.42,168.36,841.79,5436.9
2024-02,LOC003,P004,2168.56,1005.68,138.28,691.41,4003.94
2024-02,LOC003,P005,1228.31,683.26,93.95,469.74,2475.26
2024-02,LOC003,P006,1315.91,585.4,90.06,495.33,2486.7
2024-02,LOC003,P007,1031.04,468.94,72.14,396.79,1968.91
2024-02,LOC003,P008,1359.76,491.99,75.69,416.3,2343.74
2024-02,LOC003,P009,1174.36,468.47,72.07,396.39,2111.3
2024-02,LOC003,P010,889.57,319.49,49.15,270.34,1528.55
2024-02,LOC003,P011,881.1,308.73,69.46,424.5,1683.79
2024-02,LOC003,P012,1018.24,319.31,71.85,439.06,1848.46
2024-02,LOC003,P013,1201.92,386.96,87.07,532.07,2208.01
2024-02,LOC003,P014,783.2,307.32,69.15,422.57,1582.24
2024-02,LOC003,P015,1581.1,374.4,84.24,514.8,2554.54
2024-02,LOC003,P016,1506.5,546.47,103.83,601.11,2757.9
2024-02,LOC003,P017,1050.06,405.48,77.04,446.02,1978.6
2024-02,LOC003,P018,1150.38,416.31,79.1,457.94,2103.73
2024-02,LOC003,P019,1439.64,442.75,84.12,487.03,2453.54
2024-02,LOC003,P020,650.4,257.23,48.87,282.95,1239.46
2024-02,LOC003,P021,345.68,126.31,22.46,154.38,648.83
2024-02,LOC003,P022,444.88,136.62,24.29,166.98,772.77
2024-02,LOC003,P023,359.26,118.1,21.0,144.35,642.7
2024-02,LOC003,P024,315.84,111.68,19.86,136.5,583.88
2024-02,LOC003,P025,177.66,9.76,4.88,53.68,245.98
2024-02,LOC003,P026,50.15,3.97,1.98,21.82,77.93
2024-02,LOC003,P027,27.27,2.7,1.35,14.85,46.17
2024-02,LOC003,P028,82.98,6.39,3.2,35.15,127.72
2024-02,LOC004,P001,3128.93,1406.33,187.74,938.69,5661.69
2024-02,LOC004,P002,3677.1,1454.13,194.12,970.6,6295.95
2024-02,LOC004,P003,3399.15,1338.25,178.65,893.25,5809.3
2024-02,LOC004,P004,2370.18,1135.45,151.58,757.89,4415.1
2024-02,LOC004,P005,1334.69,762.58,101.8,509.0,2708.07
2024-02,LOC004,P006,1443.75,658.99,98.43,541.37,2742.55
2024-02,LOC004,P007,1134.71,531.13,79.33,436.32,2181.49
2024-02,LOC004,P008,1481.72,551.13,82.32,452.76,2567.92
2024-02,LOC004,P009,1278.19,525.33,78.47,431.57,2313.56
2024-02,LOC004,P010,971.56,357.87,53.45,294.0,1676.88
2024-02,LOC004,P011,955.68,344.79,75.32,460.28,1836.06
2024-02,LOC004,P012,1081.88,350.31,76.52,467.65,1976.36
2024-02,LOC004,P013,1292.16,428.53,93.61,572.06,2386.36
2024-02,LOC004,P014,854.7,345.16,75.4,460.77,1736.02
2024-02,LOC004,P015,1742.47,425.52,92.95,568.05,2829.0
2024-02,LOC004,P016,1640.12,612.21,112.93,653.82,3019.08
2024-02,LOC004,P017,1136.64,450.39,83.08,481.0,2151.12
2024-02,LOC004,P018,1266.3,471.87,87.04,503.94,2329.15
2024-02,LOC004,P019,1582.86,500.32,92.29,534.32,2709.79
2024-02,LOC004,P020,703.8,286.35,52.82,305.81,1348.77
2024-02,LOC004,P021,387.44,145.65,25.14,172.83,731.05
2024-02,LOC004,P022,481.4,151.91,26.22,180.26,839.79
2024-02,LOC004,P023,381.98,129.46,22.34,153.62,687.41
2024-02,LOC004,P024,336.96,122.5,21.14,145.36,625.96
2024-02,LOC004,P025,188.1,10.64,5.17,56.81,260.72
2024-02,LOC004,P026,54.05,4.4,2.14,23.5,84.08
2024-02,LOC004,P027,29.82,3.04,1.48,16.24,50.57
2024-02,LOC004,P028,89.19,7.07,3.43,37.77,137.47
2024-02,LOC005,P001,2846.82,1238.74,170.33,851.63,5107.51
2024-02,LOC005,P002,3324.1,1280.52,176.07,880.36,5661.05
2024-02,LOC005,P003,3066.05,1176.52,161.77,808.86,5213.21
2024-02,LOC005,P004,2146.16,997.09,137.1,685.5,3965.85
2024-02,LOC005,P005,1231.53,679.58,93.44,467.21,2471.76
2024-02,LOC005,P006,1285.05,572.3,88.05,484.25,2429.64
2024-02,LOC005,P007,1006.54,457.48,70.38,387.1,1921.5
2024-02,LOC005,P008,1335.37,484.05,74.47,409.58,2303.47
2024-02,LOC005,P009,1183.59,471.3,72.51,398.79,2126.19
2024-02,LOC005,P010,854.72,306.65,47.18,259.47,1468.03
2024-02,LOC005,P011,864.6,303.34,68.25,417.09,1653.28
2024-02,LOC005,P012,994.16,312.75,70.37,430.03,1807.3
2024-02,LOC005,P013,1193.28,383.52,86.29,527.33,2190.42
2024-02,LOC005,P014,767.8,301.64,67.87,414.75,1552.05
2024-02,LOC005,P015,1550.13,367.36,82.66,505.12,2505.27
2024-02,LOC005,P016,1477.68,535.82,101.81,589.4,2704.7
2024-02,LOC005,P017,1034.52,398.51,75.72,438.36,1947.11
2024-02,LOC005,P018,1141.56,414.45,78.75,455.9,2090.66
2024-02,LOC005,P019,1439.64,441.59,83.9,485.75,2450.88
2024-02,LOC005,P020,622.2,246.12,46.76,270.73,1185.82
2024-02,LOC005,P021,344.52,125.88,22.38,153.85,646.63
2024-02,LOC005,P022,438.24,134.55,23.92,164.45,761.16
2024-02,LOC005,P023,350.74,115.25,20.49,140.87,627.35
2024-02,LOC005,P024,309.12,109.27,19.43,133.55,571.37
2024-02,LOC005,P025,171.36,9.41,4.71,51.76,237.23
2024-02,LOC005,P026,49.55,3.92,1.96,21.56,76.99
2024-02,LOC005,P027,27.15,2.69,1.34,14.77,45.95
2024-02,LOC005,P028,80.28,6.18,3.09,34.0,123.55
2024-02,LOC006,P001,2477.5,1121.78,146.9,778.57,4524.75
2024-02,LOC006,P002,2934.33,1176.09,154.01,816.26,5080.69
2024-02,LOC006,P003,2740.52,1093.87,143.25,759.2,4736.84
2024-02,LOC006,P004,1881.81,913.82,119.67,634.24,3549.53
2024-02,LOC006,P005,1057.44,611.05,80.02,424.1,2172.6
2024-02,LOC006,P006,1137.37,526.85,77.19,450.04,2191.45
2024-02,LOC006,P007,874.59,412.77,60.48,352.59,1700.43
2024-02,LOC006,P008,1164.64,439.21,64.35,375.18,2043.39
2024-02,LOC006,P009,992.1,412.54,60.45,352.4,1817.49
2024-02,LOC006,P010,750.19,280.75,41.13,239.82,1311.89
2024-02,LOC006,P011,774.84,284.05,60.87,394.28,1514.04
2024-02,LOC006,P012,872.9,287.02,61.5,398.41,1619.83
2024-02,LOC006,P013,1069.44,359.34,77.0,498.79,2004.57
2024-02,LOC006,P014,699.05,287.32,61.57,398.83,1446.77
2024-02,LOC006,P015,1400.17,346.7,74.29,481.26,2302.43
2024-02,LOC006,P016,1325.72,503.15,91.05,558.73,2478.65
2024-02,LOC006,P017,950.16,382.76,69.26,425.05,1827.23
2024-02,LOC006,P018,1019.34,386.87,70.01,429.62,1905.84
2024-02,LOC006,P019,1288.98,412.42,74.63,457.99,2234.02
2024-02,LOC006,P020,576.0,238.13,43.09,264.44,1121.67
2024-02,LOC006,P021,310.88,119.05,20.16,146.89,596.97
2024-02,LOC006,P022,391.76,125.52,21.25,154.87,693.41
2024-02,LOC006,P023,315.24,108.57,18.38,133.96,576.15
2024-02,LOC006,P024,283.2,104.6,17.71,129.06,534.57
2024-02,LOC006,P025,156.6,9.0,4.29,49.96,219.85
2024-02,LOC006,P026,44.4,3.68,1.75,20.43,70.26
2024-02,LOC006,P027,24.51,2.54,1.21,14.1,42.35
2024-02,LOC006,P028,72.0,5.8,2.76,32.2,112.76
2024-02,LOC007,P001,3041.73,1348.06,181.72,908.62,5480.13
2024-02,LOC007,P002,3647.68,1434.06,193.32,966.59,6241.65
2024-02,LOC007,P003,3346.16,1303.88,175.77,878.84,5704.65
2024-02,LOC007,P004,2307.46,1095.94,147.74,738.68,4289.81
2024-02,LOC007,P005,1286.34,728.87,98.25,491.27,2604.73
2024-02,LOC007,P006,1379.83,626.9,94.56,520.06,2621.35
2024-02,LOC007,P007,1095.13,508.89,76.76,422.15,2102.93
2024-02,LOC007,P008,1451.23,534.21,80.57,443.16,2509.18
2024-02,LOC007,P009,1236.66,500.96,75.56,415.58,2228.76
2024-02,LOC007,P010,924.41,337.44,50.9,279.93,1592.68
2024-02,LOC007,P011,915.42,327.1,72.15,440.94,1755.61
2024-02,LOC007,P012,1058.66,339.1,74.8,457.11,1929.67
